0.001000	0	0
0.067007	0	0
0.102010	0	0
0.150015	0	0
0.195019	0	0
0.233023	0	0
0.280028	0	0
0.362036	0	0
0.380038	0	0
0.446045	0	0
0.480048	0	0
0.530053	0	0
0.580058	0	0
0.630063	0	0
0.680068	0	0
0.730073	0	0
0.780078	0	0
0.830083	0	0
0.880088	0	0
0.930093	0	0
0.980098	0	0
1.030103	0	0
1.080108	0	0
1.130113	0	0
1.180118	0	0
1.230123	0	0
1.280128	0	0
1.330133	0	0
1.380138	0	0
1.430143	0	0
1.480148	0	0
1.530153	0	0
1.580158	0	0
1.630163	0	0
1.680168	0	0
1.730173	0	0
1.780178	0	0
1.830183	0	0
1.880188	0	0
1.930193	0	0
1.980198	0	0
2.030203	0	0
2.080208	0	0
2.130213	0	0
2.180218	0	0
2.230223	0	0
2.280228	0	0
2.330233	0	0
2.380238	0	0
2.430243	0	0
2.480248	0	0
2.530253	0	0
2.580258	0	0
2.630263	0	0
2.680268	0	0
2.730273	0	0
2.780278	0	0
2.830283	0	0
2.880288	0	0
2.930293	0	0
2.980298	0	0
3.030303	0	0
3.080308	0	0
3.130313	0	0
3.180318	0	0
3.230323	0	0
3.280328	0	0
3.330333	0	0
3.380338	0	0
3.430343	0	0
3.480348	0	0
3.530353	0	0
3.580358	0	0
3.630363	0	0
3.680368	0	0
3.730373	0	0
3.780378	0	0
3.830383	0	0
3.880388	0	0
3.930393	0	0
3.980398	0	0
4.030403	0	0
4.080408	0	0
4.130413	0	0
4.180418	0	0
4.230423	0	0
4.280428	0	0
4.330433	0	0
4.380438	0	0
4.430443	0	0
4.480448	0	0
4.530453	0	0
4.580458	0	0
4.630463	0	0
4.680468	0	0
4.730473	0	0
4.780478	0	0
4.830483	0	0
4.880488	0	0
4.930493	0	0
4.980498	0	0
5.030503	0	0
5.080508	0	0
5.130513	0	0
5.180518	0	0
5.230523	0	0
5.280528	0	0
5.330533	0	0
5.380538	0	0
5.430543	0	0
5.480548	0	0
5.530553	0	0
5.580558	0	0
5.630563	0	0
5.680568	0	0
5.730573	0	0
5.780578	0	0
5.830583	0	0
5.880588	0	0
5.930593	0	0
5.980598	0	0
6.030603	0	0
6.080608	0	0
6.130613	0	0
6.180618	0	0
6.230623	0	0
6.280628	0	0
6.330633	0	0
6.380638	0	0
6.430643	0	0
6.480648	0	0
6.530653	0	0
6.580658	0	0
6.630663	0	0
6.680668	0	0
6.730673	0	0
6.780678	0	0
6.830683	0	0
6.880688	0	0
6.930693	0	0
6.980698	0	0
7.030703	0	0
7.080708	0	0
7.130713	0	0
7.180718	0	0
7.230723	0	0
7.280728	0	0
7.330733	0	0
7.380738	0	0
7.430743	0	-21
7.480748	0	-21
7.530753	0	-101
7.580758	0	-101
7.630763	0	-145
7.680768	0	-145
7.730773	0	-145
7.780778	0	-145
7.830783	0	-145
7.880788	0	-145
7.930793	0	-145
7.980798	0	-145
8.030803	0	-145
8.080808	0	-145
8.130813	0	-145
8.180818	0	-145
8.230823	0	-145
8.280828	0	-145
8.330833	0	-145
8.380838	0	-145
8.430843	0	-145
8.480848	0	-145
8.529853	0	-145
8.579858	0	-145
8.629863	0	-145
8.679868	0	-145
8.729873	0	-145
8.779878	0	-145
8.829883	0	-145
8.879888	0	-145
8.929893	0	-145
8.979898	0	-145
9.029903	0	-145
9.079908	0	-145
9.129913	0	-145
9.179918	0	-145
9.229923	0	-145
9.279928	0	-145
9.329933	0	-145
9.379938	0	-145
9.429943	0	-145
9.479948	0	-145
9.529953	0	-145
9.579958	0	-145
9.629963	0	-145
9.679968	0	-145
9.729973	0	-145
9.779978	0	-145
9.829983	0	-145
9.879988	0	-145
9.929993	0	-145
9.979998	0	-145
10.030003	0	-145
10.080008	0	-145
10.130013	0	-145
10.180018	0	-145
10.230023	0	-145
10.280028	0	-145
10.330033	0	-145
10.380038	0	-145
10.430043	0	-145
10.480048	0	-145
10.530053	0	-145
10.580058	0	-145
10.630063	0	-145
10.680068	0	-145
10.730073	0	-145
10.780078	0	-145
10.830083	0	-145
10.880088	0	-145
10.930093	0	-145
10.980098	0	-145
11.030103	0	-145
11.080108	0	-145
11.130113	0	-145
11.180118	0	-145
11.230123	0	-145
11.280128	0	-145
11.330133	0	-145
11.380138	0	-145
11.430143	0	-145
11.480148	0	-145
11.530153	0	-145
11.580158	0	-145
11.630163	0	-145
11.680168	0	-145
11.730173	0	-145
11.780178	0	-145
11.830183	0	-145
11.880188	0	-145
11.930193	0	-145
11.980198	0	-145
12.030203	0	-145
12.080208	0	-145
12.130213	0	-145
12.180218	0	-145
12.230223	0	-145
12.280228	0	-145
12.330233	0	-145
12.380238	0	-145
12.430243	0	-145
12.480248	0	-145
12.530253	0	-145
12.580258	0	-145
12.630263	0	-145
12.680268	0	-145
12.730273	0	-197
12.780278	0	-277
12.830283	0	-305
12.880288	0	-381
12.930293	0	-425
12.980298	0	-425
13.030303	0	-445
13.080308	0	-461
13.130313	0	-469
13.180318	0	-469
13.230323	0	-497
13.280328	0	-505
13.330333	0	-513
13.380338	0	-605
13.430343	0	-629
13.480348	0	-681
13.530353	0	-813
13.580358	0	-857
13.630363	0	-893
13.680368	0	-937
13.730373	0	-937
13.780378	0	-965
13.830383	0	-965
13.880388	0	-965
13.930393	0	-965
13.980398	0	-965
14.030403	0	-965
14.080408	0	-965
14.130413	0	-965
14.180418	0	-965
14.230423	0	-1009
14.280428	0	-1009
14.330433	0	-1009
14.380438	0	-1009
14.430443	0	-1009
14.480448	0	-1009
14.530453	0	-1009
14.580458	0	-1009
14.630463	0	-1045
14.680468	0	-1053
14.730473	0	-1053
14.780478	0	-1053
14.830483	0	-1185
14.880488	0	-1185
14.930493	0	-1245
14.980498	0	-1245
15.030503	0	-1245
15.080508	0	-1245
15.130513	0	-1245
15.180518	0	-1245
15.230523	0	-1245
15.280528	0	-1245
15.330533	0	-1245
15.380538	0	-1361
15.430543	0	-1433
15.480548	0	-1433
15.530553	0	-1433
15.580558	0	-1433
15.630563	0	-1433
15.680568	0	-1433
15.730573	0	-1433
15.780578	0	-1433
15.830583	0	-1433
15.880588	0	-1433
15.930593	0	-1433
15.980598	0	-1433
16.030603	0	-1433
16.080608	0	-1433
16.130613	0	-1433
16.180618	0	-1433
16.230623	0	-1433
16.280628	0	-1433
16.330633	0	-1433
16.380638	0	-1433
16.430643	0	-1433
16.480648	0	-1433
16.530653	0	-1433
16.580658	0	-1433
16.630663	0	-1433
16.680668	0	-1433
16.730673	0	-1433
16.780678	0	-1433
16.830683	0	-1433
16.880688	0	-1433
16.930693	0	-1433
16.980698	0	-1433
17.030703	0	-1433
17.080708	0	-1433
17.130713	0	-1433
17.180718	0	-1433
17.230723	0	-1433
17.280728	0	-1433
17.330733	0	-1493
17.380738	0	-1493
17.430743	0	-1493
17.480748	0	-1493
17.530753	0	-1493
17.580758	0	-1493
17.630763	0	-1493
17.680768	0	-1493
17.730773	0	-1565
17.780778	0	-1565
17.830783	0	-1565
17.880788	0	-1565
17.930793	0	-1597
17.980798	0	-1597
18.030803	0	-1653
18.080808	0	-1669
18.130813	269	-1701
18.180818	269	-1745
18.230823	269	-1765
18.280828	269	-1765
18.330833	269	-1777
18.380838	281	-1789
18.430843	281	-1797
18.480848	289	-1805
18.530853	289	-1813
18.580858	289	-1813
18.630863	289	-1837
18.680868	297	-1857
18.730873	305	-1889
18.780878	313	-1893
18.830883	313	-1937
18.880888	321	-1969
18.930893	329	-1969
18.980898	353	-1969
19.030903	353	-1993
19.080908	353	-2081
19.130913	353	-2081
19.180918	353	-2093
19.230923	381	-2117
19.280928	381	-2161
19.330933	381	-2181
19.380938	381	-2185
19.430943	413	-2229
19.480948	413	-2233
19.530953	413	-2289
19.580958	413	-2305
19.630963	413	-2305
19.680968	429	-2305
19.730973	429	-2325
19.780978	429	-2333
19.830983	429	-2385
19.880988	429	-2393
19.930993	433	-2433
19.980998	433	-2441
20.031003	445	-2481
20.081008	445	-2549
20.131013	445	-2577
20.181018	453	-2593
20.231023	473	-2609
20.281028	473	-2653
20.331033	493	-2653
20.381038	493	-2689
20.431043	497	-2705
20.481048	497	-2765
20.531053	521	-2765
20.581058	521	-2797
20.631063	521	-2797
20.681068	529	-2797
20.731073	529	-2809
20.781078	529	-2809
20.831083	529	-2809
20.881088	529	-2809
20.931093	545	-2809
20.981098	545	-2809
21.031103	549	-2809
21.081108	549	-2817
21.131113	549	-2817
21.181118	549	-2817
21.231123	549	-2817
21.281128	549	-2829
21.331133	549	-2841
21.381138	549	-2853
21.431143	549	-2913
21.481148	565	-2913
21.531153	565	-2925
21.581158	565	-2949
21.631163	569	-2977
21.681168	569	-2985
21.731173	581	-2985
21.781178	581	-3009
21.831183	585	-3045
21.881188	593	-3073
21.931193	593	-3097
21.981198	613	-3109
22.031203	641	-3133
22.081208	641	-3145
22.131213	641	-3181
22.181218	641	-3189
22.231223	641	-3189
22.281228	641	-3229
22.331233	641	-3229
22.381238	641	-3261
22.431243	641	-3281
22.481248	657	-3301
22.531253	657	-3305
22.581258	657	-3353
22.631263	657	-3357
22.681268	677	-3441
22.731273	677	-3461
22.781278	709	-3469
22.831283	709	-3513
22.881288	709	-3513
22.931293	717	-3541
22.981298	733	-3589
23.031303	733	-3589
23.081308	741	-3589
23.131313	745	-3589
23.181318	745	-3589
23.231323	757	-3589
23.281328	757	-3589
23.331333	757	-3589
23.381338	757	-3589
23.431343	757	-3589
23.481348	757	-3589
23.531353	757	-3589
23.581358	757	-3589
23.631363	757	-3589
23.681368	765	-3589
23.731373	765	-3589
23.781378	765	-3589
23.831383	789	-3589
23.881388	789	-3589
23.931393	789	-3589
23.981398	789	-3589
24.031403	789	-3589
24.081408	789	-3589
24.131413	789	-3589
24.181418	789	-3589
24.231423	789	-3589
24.281428	789	-3589
24.331433	789	-3589
24.381438	789	-3589
24.431443	789	-3589
24.481448	789	-3589
24.531453	789	-3589
24.581458	789	-3589
24.631463	789	-3589
24.681468	789	-3589
24.731473	789	-3589
24.781478	789	-3589
24.831483	789	-3589
24.881488	789	-3589
24.931493	789	-3589
24.981498	789	-3589
25.031503	789	-3589
25.081508	789	-3589
25.131513	789	-3589
25.181518	789	-3589
25.231523	789	-3589
25.281528	789	-3589
25.331533	789	-3589
25.381538	789	-3589
25.431543	789	-3589
25.481548	789	-3589
25.531553	789	-3589
25.581558	789	-3589
25.631563	789	-3589
25.681568	789	-3589
25.731573	789	-3601
25.781578	789	-3629
25.831583	789	-3661
25.881588	789	-3661
25.931593	789	-3661
25.980598	789	-3689
26.030603	789	-3693
26.080608	789	-3693
26.130613	789	-3705
26.180618	789	-3709
26.230623	789	-3709
26.280628	789	-3717
